Type,Anal.,Sample Name,Sample ID,Treatment,Origin,Originc,Cal. Curve,Manual Dilution,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Mean Area,Conc.,Mean Conc.,Result,NPOC_ppm,TN_ppm,SD Area,SD Conc,Vial,Excluded,Inj. Vol.
Unknown,NPOC/TN,85,MI2_Add1,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:53,1,3,NPOC,"169,5","148,1","11,50","10,14",NPOC:10.14 TN:0.3571,10.14,0.3571,"37,33","2,383",30,0,150
Unknown,NPOC/TN,85,MI2_Add1,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 22:57,1,4,NPOC,"169,8","148,1","11,52","10,14",NPOC:10.14 TN:0.3571,10.14,0.3571,"37,33","2,383",30,0,150
Unknown,NPOC/TN,85,MI2_Add1,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:46,1,1,TN,"0,000","9,180","0,04694","0,3571",NPOC:10.14 TN:0.3571,10.14,0.3571,"8,719","0,2946",30,0,150
Unknown,NPOC/TN,85,MI2_Add1,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:50,1,2,TN,"10,19","9,180","0,3912","0,3571",NPOC:10.14 TN:0.3571,10.14,0.3571,"8,719","0,2946",30,0,150
Unknown,NPOC/TN,85,MI2_Add1,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 22:53,1,3,TN,"17,35","9,180","0,6331","0,3571",NPOC:10.14 TN:0.3571,10.14,0.3571,"8,719","0,2946",30,0,150
Unknown,NPOC/TN,86,MI2_Add2,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:14,1,1,NPOC,"0,8690","68,73","0,7371","5,069",NPOC:5.069 TN:0.2482,5.069,0.2482,"117,8","7,524",31,0,150
Unknown,NPOC/TN,86,MI2_Add2,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:16,1,2,NPOC,"0,5067","68,73","0,7140","5,069",NPOC:5.069 TN:0.2482,5.069,0.2482,"117,8","7,524",31,0,150
Unknown,NPOC/TN,86,MI2_Add2,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:20,1,3,NPOC,"204,8","68,73","13,76","5,069",NPOC:5.069 TN:0.2482,5.069,0.2482,"117,8","7,524",31,0,150
Unknown,NPOC/TN,86,MI2_Add2,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:24,1,4,NPOC,"209,6","68,73","14,06","5,069",NPOC:5.069 TN:0.2482,5.069,0.2482,"117,8","7,524",31,1,150
Unknown,NPOC/TN,86,MI2_Add2,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:14,1,1,TN,"0,000","5,957","0,04694","0,2482",NPOC:5.069 TN:0.2482,5.069,0.2482,"10,32","0,3486",31,0,150
Unknown,NPOC/TN,86,MI2_Add2,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:16,1,2,TN,"0,000","5,957","0,04694","0,2482",NPOC:5.069 TN:0.2482,5.069,0.2482,"10,32","0,3486",31,0,150
Unknown,NPOC/TN,86,MI2_Add2,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:20,1,3,TN,"17,87","5,957","0,6507","0,2482",NPOC:5.069 TN:0.2482,5.069,0.2482,"10,32","0,3486",31,0,150
Unknown,NPOC/TN,87,MI2_Add3,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:29,1,1,NPOC,"0,8793","8,336","0,7378","1,214",NPOC:1.214 TN:0.06847,1.214,0.06847,"13,11","0,8368",32,0,150
Unknown,NPOC/TN,87,MI2_Add3,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:32,1,2,NPOC,"0,6588","8,336","0,7237","1,214",NPOC:1.214 TN:0.06847,1.214,0.06847,"13,11","0,8368",32,0,150
Unknown,NPOC/TN,87,MI2_Add3,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:35,1,3,NPOC,"23,47","8,336","2,180","1,214",NPOC:1.214 TN:0.06847,1.214,0.06847,"13,11","0,8368",32,0,150
Unknown,NPOC/TN,87,MI2_Add3,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:39,1,4,NPOC,"182,4","8,336","12,33","1,214",NPOC:1.214 TN:0.06847,1.214,0.06847,"13,11","0,8368",32,1,150
Unknown,NPOC/TN,87,MI2_Add3,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:29,1,1,TN,"0,000","0,6373","0,04694","0,06847",NPOC:1.214 TN:0.06847,1.214,0.06847,"1,104","0,03729",32,0,150
Unknown,NPOC/TN,87,MI2_Add3,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:32,1,2,TN,"0,000","0,6373","0,04694","0,06847",NPOC:1.214 TN:0.06847,1.214,0.06847,"1,104","0,03729",32,0,150
Unknown,NPOC/TN,87,MI2_Add3,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:35,1,3,TN,"1,912","0,6373","0,1115","0,06847",NPOC:1.214 TN:0.06847,1.214,0.06847,"1,104","0,03729",32,0,150
Unknown,NPOC/TN,87,MI2_Add3,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:39,1,4,TN,"16,63","0,6373","0,6088","0,06847",NPOC:1.214 TN:0.06847,1.214,0.06847,"1,104","0,03729",32,1,150
Unknown,NPOC/TN,88,MI2_Add4,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:44,1,1,NPOC,"0,7206","165,8","0,7276","11,27",NPOC:11.27 TN:0.4944,11.27,0.4944,"71,68","4,576",33,1,150
Unknown,NPOC/TN,88,MI2_Add4,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:48,1,2,NPOC,"83,07","165,8","5,985","11,27",NPOC:11.27 TN:0.4944,11.27,0.4944,"71,68","4,576",33,0,150
Unknown,NPOC/TN,88,MI2_Add4,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:52,1,3,NPOC,"208,5","165,8","13,99","11,27",NPOC:11.27 TN:0.4944,11.27,0.4944,"71,68","4,576",33,0,150
Unknown,NPOC/TN,88,MI2_Add4,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-09 23:55,1,4,NPOC,"205,9","165,8","13,83","11,27",NPOC:11.27 TN:0.4944,11.27,0.4944,"71,68","4,576",33,0,150
Unknown,NPOC/TN,88,MI2_Add4,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:44,1,1,TN,"0,000","13,25","0,04694","0,4944",NPOC:11.27 TN:0.4944,11.27,0.4944,"5,852","0,1977",33,1,150
Unknown,NPOC/TN,88,MI2_Add4,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:48,1,2,TN,"6,498","13,25","0,2665","0,4944",NPOC:11.27 TN:0.4944,11.27,0.4944,"5,852","0,1977",33,0,150
Unknown,NPOC/TN,88,MI2_Add4,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:52,1,3,TN,"16,31","13,25","0,5980","0,4944",NPOC:11.27 TN:0.4944,11.27,0.4944,"5,852","0,1977",33,0,150
Unknown,NPOC/TN,88,MI2_Add4,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-09 23:55,1,4,TN,"16,93","13,25","0,6189","0,4944",NPOC:11.27 TN:0.4944,11.27,0.4944,"5,852","0,1977",33,0,150
Unknown,NPOC/TN,89,MI2_Add5,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:01,1,1,NPOC,"180,5","179,8","12,21","12,16",NPOC:12.16 TN:0.5344,12.16,0.5344,"0,5859","0,03741",34,0,150
Unknown,NPOC/TN,89,MI2_Add5,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:05,1,2,NPOC,"179,4","179,8","12,14","12,16",NPOC:12.16 TN:0.5344,12.16,0.5344,"0,5859","0,03741",34,0,150
Unknown,NPOC/TN,89,MI2_Add5,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:09,1,3,NPOC,"179,6","179,8","12,15","12,16",NPOC:12.16 TN:0.5344,12.16,0.5344,"0,5859","0,03741",34,0,150
Unknown,NPOC/TN,89,MI2_Add5,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:01,1,1,TN,"14,12","14,43","0,5240","0,5344",NPOC:12.16 TN:0.5344,12.16,0.5344,"0,2740","0,00926",34,0,150
Unknown,NPOC/TN,89,MI2_Add5,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:05,1,2,TN,"14,53","14,43","0,5378","0,5344",NPOC:12.16 TN:0.5344,12.16,0.5344,"0,2740","0,00926",34,0,150
Unknown,NPOC/TN,89,MI2_Add5,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:09,1,3,TN,"14,64","14,43","0,5415","0,5344",NPOC:12.16 TN:0.5344,12.16,0.5344,"0,2740","0,00926",34,0,150
Unknown,NPOC/TN,90,MI2_Add6,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:14,1,1,NPOC,"23,71","167,7","2,195","11,39",NPOC:11.39 TN:0.5664,11.39,0.5664,"0,9000","0,05746",35,1,150
Unknown,NPOC/TN,90,MI2_Add6,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:18,1,2,NPOC,"168,6","167,7","11,45","11,39",NPOC:11.39 TN:0.5664,11.39,0.5664,"0,9000","0,05746",35,0,150
Unknown,NPOC/TN,90,MI2_Add6,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:22,1,3,NPOC,"166,8","167,7","11,33","11,39",NPOC:11.39 TN:0.5664,11.39,0.5664,"0,9000","0,05746",35,0,150
Unknown,NPOC/TN,90,MI2_Add6,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:26,1,4,NPOC,"167,7","167,7","11,39","11,39",NPOC:11.39 TN:0.5664,11.39,0.5664,"0,9000","0,05746",35,0,150
Unknown,NPOC/TN,90,MI2_Add6,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:14,1,1,TN,"1,563","15,38","0,09974","0,5664",NPOC:11.39 TN:0.5664,11.39,0.5664,"0,2747","0,00928",35,1,150
Unknown,NPOC/TN,90,MI2_Add6,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:18,1,2,TN,"15,60","15,38","0,5740","0,5664",NPOC:11.39 TN:0.5664,11.39,0.5664,"0,2747","0,00928",35,0,150
Unknown,NPOC/TN,90,MI2_Add6,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:22,1,3,TN,"15,46","15,38","0,5692","0,5664",NPOC:11.39 TN:0.5664,11.39,0.5664,"0,2747","0,00928",35,0,150
Unknown,NPOC/TN,90,MI2_Add6,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:26,1,4,TN,"15,07","15,38","0,5561","0,5664",NPOC:11.39 TN:0.5664,11.39,0.5664,"0,2747","0,00928",35,0,150
Unknown,NPOC/TN,91,MI2_Add7,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:31,1,1,NPOC,"0,6089","172,7","0,7205","11,71",NPOC:11.71 TN:0.5144,11.71,0.5144,"0,7506","0,04792",36,1,150
Unknown,NPOC/TN,91,MI2_Add7,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:35,1,2,NPOC,"172,7","172,7","11,71","11,71",NPOC:11.71 TN:0.5144,11.71,0.5144,"0,7506","0,04792",36,0,150
Unknown,NPOC/TN,91,MI2_Add7,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:38,1,3,NPOC,"173,4","172,7","11,75","11,71",NPOC:11.71 TN:0.5144,11.71,0.5144,"0,7506","0,04792",36,0,150
Unknown,NPOC/TN,91,MI2_Add7,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:42,1,4,NPOC,"171,9","172,7","11,66","11,71",NPOC:11.71 TN:0.5144,11.71,0.5144,"0,7506","0,04792",36,0,150
Unknown,NPOC/TN,91,MI2_Add7,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:31,1,1,TN,"0,000","13,84","0,04694","0,5144",NPOC:11.71 TN:0.5144,11.71,0.5144,"0,2150","0,00726",36,1,150
Unknown,NPOC/TN,91,MI2_Add7,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:35,1,2,TN,"13,89","13,84","0,5162","0,5144",NPOC:11.71 TN:0.5144,11.71,0.5144,"0,2150","0,00726",36,0,150
Unknown,NPOC/TN,91,MI2_Add7,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:38,1,3,TN,"14,02","13,84","0,5206","0,5144",NPOC:11.71 TN:0.5144,11.71,0.5144,"0,2150","0,00726",36,0,150
Unknown,NPOC/TN,91,MI2_Add7,Add,E,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:42,1,4,TN,"13,60","13,84","0,5064","0,5144",NPOC:11.71 TN:0.5144,11.71,0.5144,"0,2150","0,00726",36,0,150
Unknown,NPOC/TN,92,MI2_Add8,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:47,1,1,NPOC,"0,7246","163,1","0,7279","11,09",NPOC:11.09 TN:0.3998,11.09,0.3998,"1,069","0,06827",37,1,150
Unknown,NPOC/TN,92,MI2_Add8,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:51,1,2,NPOC,"164,3","163,1","11,17","11,09",NPOC:11.09 TN:0.3998,11.09,0.3998,"1,069","0,06827",37,0,150
Unknown,NPOC/TN,92,MI2_Add8,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:55,1,3,NPOC,"162,5","163,1","11,06","11,09",NPOC:11.09 TN:0.3998,11.09,0.3998,"1,069","0,06827",37,0,150
Unknown,NPOC/TN,92,MI2_Add8,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 0:59,1,4,NPOC,"162,4","163,1","11,05","11,09",NPOC:11.09 TN:0.3998,11.09,0.3998,"1,069","0,06827",37,0,150
Unknown,NPOC/TN,92,MI2_Add8,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:47,1,1,TN,"0,000","10,44","0,04694","0,3998",NPOC:11.09 TN:0.3998,11.09,0.3998,"9,047","0,3056",37,0,150
Unknown,NPOC/TN,92,MI2_Add8,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:51,1,2,TN,"15,44","10,44","0,5686","0,3998",NPOC:11.09 TN:0.3998,11.09,0.3998,"9,047","0,3056",37,0,150
Unknown,NPOC/TN,92,MI2_Add8,Add,C,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 0:55,1,3,TN,"15,89","10,44","0,5838","0,3998",NPOC:11.09 TN:0.3998,11.09,0.3998,"9,047","0,3056",37,0,150
Unknown,NPOC/TN,93,MI2_Add9,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 1:04,1,1,NPOC,"1,005","208,0","0,7458","13,96",NPOC:13.96 TN:0.4100,13.96,0.41,"0,5132","0,03276",38,1,150
Unknown,NPOC/TN,93,MI2_Add9,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 1:08,1,2,NPOC,"207,4","208,0","13,92","13,96",NPOC:13.96 TN:0.4100,13.96,0.41,"0,5132","0,03276",38,0,150
Unknown,NPOC/TN,93,MI2_Add9,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 1:11,1,3,NPOC,"208,4","208,0","13,99","13,96",NPOC:13.96 TN:0.4100,13.96,0.41,"0,5132","0,03276",38,0,150
Unknown,NPOC/TN,93,MI2_Add9,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 1:15,1,4,NPOC,"208,1","208,0","13,97","13,96",NPOC:13.96 TN:0.4100,13.96,0.41,"0,5132","0,03276",38,0,150
Unknown,NPOC/TN,93,MI2_Add9,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 1:04,1,1,TN,"0,000","10,75","0,04694","0,4100",NPOC:13.96 TN:0.4100,13.96,0.41,"9,309","0,3145",38,0,150
Unknown,NPOC/TN,93,MI2_Add9,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 1:08,1,2,TN,"15,92","10,75","0,5848","0,4100",NPOC:13.96 TN:0.4100,13.96,0.41,"9,309","0,3145",38,0,150
Unknown,NPOC/TN,93,MI2_Add9,Add,D,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,"C:\TOC-L\CalCurves\TN_0,2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal","1,00",2022-09-10 1:11,1,3,TN,"16,32","10,75","0,5983","0,4100",NPOC:13.96 TN:0.4100,13.96,0.41,"9,309","0,3145",38,0,150
Unknown,NPOC/TN,94 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 1:20,1,1,NPOC,"0,7017","25,78","0,7264","2,328",NPOC:2.328 TN:0.08853,2.328,0.08853,"2,136","0,1364",39,1,150
Unknown,NPOC/TN,94 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 1:24,1,2,NPOC,"28,22","25,78","2,483","2,328",NPOC:2.328 TN:0.08853,2.328,0.08853,"2,136","0,1364",39,0,150
Unknown,NPOC/TN,94 MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,"1,00",2022-09-10 1:27,1,3,NPOC,"24,87","25,78","2,269","2,328",NPOC:2.328 TN:0.08853,2.328,0.08853,"2,136","0,1364",39,0,150
